     tim; pos; vol; res; tur; rat; amp; pow; eAd; eFl; sMs; sKh; 
  200.83; 1; 725; 4.456; 26.155; 0.256; 41.652; 30197.7; 86.628; 2422035.88; 12.025; 43.29; 
  200.85; 1; 725; 4.456; 26.156; 0.256; 41.652; 30197.7; 86.628; 2422122.508; 12.025; 43.29; 
  200.87; 1; 725; 4.456; 26.156; 0.256; 41.652; 30197.7; 86.628; 2422209.136; 12.025; 43.29; 
  200.88; 1; 725; 4.456; 26.157; 0.256; 41.652; 30197.7; 86.628; 2422295.764; 12.026; 43.294; 
  200.90; 1; 725; 4.456; 26.157; 0.256; 41.652; 30197.7; 86.628; 2422382.392; 12.026; 43.294; 
  200.92; 1; 725; 4.456; 26.158; 0.256; 41.652; 30197.7; 86.628; 2422469.02; 12.026; 43.294; 
  200.93; 1; 725; 4.456; 26.158; 0.256; 41.652; 30197.7; 86.628; 2422555.648; 12.026; 43.294; 
  200.95; 1; 725; 4.456; 26.158; 0.256; 41.652; 30197.7; 86.628; 2422642.276; 12.026; 43.294; 
  200.97; 1; 725; 4.456; 26.159; 0.256; 41.652; 30197.7; 86.628; 2422728.904; 12.027; 43.297; 
  200.98; 1; 725; 4.456; 26.159; 0.256; 41.652; 30197.7; 86.628; 2422815.532; 12.027; 43.297; 
  201.00; 1; 725; 4.456; 26.16; 0.256; 41.652; 30197.7; 86.628; 2422902.16; 12.027; 43.297; 
  201.02; 1; 725; 4.456; 26.16; 0.256; 41.652; 30197.7; 86.628; 2422988.788; 12.027; 43.297; 
  201.03; 1; 725; 4.456; 26.161; 0.256; 41.652; 30197.7; 86.628; 2423075.416; 12.028; 43.301; 
  201.05; 1; 725; 4.456; 26.161; 0.256; 41.652; 30197.7; 86.628; 2423162.044; 12.028; 43.301; 
  201.07; 1; 725; 4.456; 26.162; 0.256; 41.652; 30197.7; 86.628; 2423248.672; 12.028; 43.301; 
  201.08; 1; 725; 4.456; 26.162; 0.256; 41.652; 30197.7; 86.628; 2423335.3; 12.028; 43.301; 
  201.10; 1; 725; 4.456; 26.163; 0.256; 41.652; 30197.7; 86.628; 2423421.928; 12.028; 43.301; 
  201.12; 1; 725; 4.456; 26.163; 0.256; 41.652; 30197.7; 86.628; 2423508.556; 12.029; 43.304; 
  201.13; 1; 725; 4.456; 26.164; 0.256; 41.652; 30197.7; 86.628; 2423595.184; 12.029; 43.304; 
  201.15; 1; 725; 4.456; 26.164; 0.256; 41.652; 30197.7; 86.628; 2423681.812; 12.029; 43.304; 
  201.17; 1; 725; 4.456; 26.165; 0.256; 41.652; 30197.7; 86.628; 2423768.44; 12.029; 43.304; 
  201.18; 1; 725; 4.456; 26.165; 0.256; 41.652; 30197.7; 86.628; 2423855.068; 12.029; 43.304; 
  201.20; 1; 725; 4.456; 26.165; 0.256; 41.652; 30197.7; 86.628; 2423941.696; 12.03; 43.308; 
  201.22; 1; 725; 4.456; 26.166; 0.256; 41.652; 30197.7; 86.628; 2424028.324; 12.03; 43.308; 
  201.23; 1; 725; 4.456; 26.166; 0.256; 41.652; 30197.7; 86.628; 2424114.952; 12.03; 43.308; 
  201.25; 1; 725; 4.456; 26.167; 0.256; 41.652; 30197.7; 86.628; 2424201.58; 12.03; 43.308; 
  201.27; 1; 725; 4.456; 26.167; 0.256; 41.652; 30197.7; 86.628; 2424288.208; 12.031; 43.312; 
  201.28; 1; 725; 4.456; 26.168; 0.256; 41.652; 30197.7; 86.628; 2424374.836; 12.031; 43.312; 
  201.30; 1; 725; 4.456; 26.168; 0.256; 41.652; 30197.7; 86.628; 2424461.464; 12.031; 43.312; 
  201.32; 1; 725; 4.456; 26.169; 0.256; 41.652; 30197.7; 86.628; 2424548.092; 12.031; 43.312; 
  201.33; 1; 725; 4.456; 26.169; 0.256; 41.652; 30197.7; 86.628; 2424634.72; 12.031; 43.312; 
  201.35; 1; 725; 4.456; 26.17; 0.256; 41.652; 30197.7; 86.628; 2424721.348; 12.032; 43.315; 
  201.37; 1; 725; 4.456; 26.17; 0.256; 41.652; 30197.7; 86.628; 2424807.976; 12.032; 43.315; 
  201.38; 1; 725; 4.456; 26.171; 0.256; 41.652; 30197.7; 86.628; 2424894.604; 12.032; 43.315; 
  201.40; 1; 725; 4.456; 26.171; 0.256; 41.652; 30197.7; 86.628; 2424981.232; 12.032; 43.315; 
  201.42; 1; 725; 4.456; 26.172; 0.256; 41.652; 30197.7; 86.628; 2425067.86; 12.032; 43.315; 
  201.43; 1; 725; 4.456; 26.172; 0.256; 41.652; 30197.7; 86.628; 2425154.488; 12.033; 43.319; 
  201.45; 1; 725; 4.456; 26.172; 0.256; 41.652; 30197.7; 86.628; 2425241.116; 12.033; 43.319; 
  201.47; 1; 725; 4.456; 26.173; 0.256; 41.652; 30197.7; 86.628; 2425327.744; 12.033; 43.319; 
  201.48; 1; 725; 4.456; 26.173; 0.256; 41.652; 30197.7; 86.628; 2425414.372; 12.033; 43.319; 
  201.50; 1; 725; 4.456; 26.174; 0.256; 41.652; 30197.7; 86.628; 2425501.0; 12.034; 43.322; 
  201.52; 1; 725; 4.456; 26.174; 0.256; 41.652; 30197.7; 86.628; 2425587.628; 12.034; 43.322; 
  201.53; 1; 725; 4.456; 26.175; 0.256; 41.652; 30197.7; 86.628; 2425674.256; 12.034; 43.322; 
  201.55; 1; 725; 4.456; 26.175; 0.256; 41.652; 30197.7; 86.628; 2425760.884; 12.034; 43.322; 
  201.57; 1; 725; 4.456; 26.176; 0.256; 41.652; 30197.7; 86.628; 2425847.512; 12.034; 43.322; 
  201.58; 1; 725; 4.456; 26.176; 0.256; 41.652; 30197.7; 86.628; 2425934.14; 12.035; 43.326; 
  201.60; 1; 725; 4.456; 26.177; 0.256; 41.652; 30197.7; 86.628; 2426020.768; 12.035; 43.326; 
  201.62; 1; 725; 4.456; 26.177; 0.256; 41.652; 30197.7; 86.628; 2426107.396; 12.035; 43.326; 
  201.63; 1; 725; 4.456; 26.178; 0.256; 41.652; 30197.7; 86.628; 2426194.024; 12.035; 43.326; 
  201.65; 1; 725; 4.456; 26.178; 0.256; 41.652; 30197.7; 86.628; 2426280.652; 12.035; 43.326; 
  201.67; 1; 725; 4.456; 26.179; 0.256; 41.652; 30197.7; 86.628; 2426367.28; 12.036; 43.33; 
  201.68; 1; 725; 4.456; 26.179; 0.256; 41.652; 30197.7; 86.628; 2426453.908; 12.036; 43.33; 
  201.70; 1; 725; 4.456; 26.18; 0.256; 41.652; 30197.7; 86.628; 2426540.536; 12.036; 43.33; 
  201.72; 1; 725; 4.456; 26.18; 0.256; 41.652; 30197.7; 86.628; 2426627.164; 12.036; 43.33; 
  201.73; 1; 725; 4.456; 26.18; 0.256; 41.652; 30197.7; 86.628; 2426713.792; 12.037; 43.333; 
  201.75; 1; 725; 4.456; 26.181; 0.256; 41.652; 30197.7; 86.628; 2426800.42; 12.037; 43.333; 
  201.77; 1; 725; 4.456; 26.181; 0.256; 41.652; 30197.7; 86.628; 2426887.048; 12.037; 43.333; 
  201.78; 1; 725; 4.456; 26.182; 0.256; 41.652; 30197.7; 86.628; 2426973.676; 12.037; 43.333; 
  201.80; 1; 725; 4.456; 26.182; 0.256; 41.652; 30197.7; 86.628; 2427060.304; 12.037; 43.333; 
  201.82; 1; 725; 4.456; 26.183; 0.256; 41.652; 30197.7; 86.628; 2427146.932; 12.038; 43.337; 
  201.83; 1; 725; 4.456; 26.183; 0.256; 41.652; 30197.7; 86.628; 2427233.56; 12.038; 43.337; 
  201.85; 1; 725; 4.456; 26.184; 0.256; 41.652; 30197.7; 86.628; 2427320.188; 12.038; 43.337; 
  201.87; 1; 725; 4.456; 26.184; 0.256; 41.652; 30197.7; 86.628; 2427406.816; 12.038; 43.337; 
  201.88; 1; 725; 4.456; 26.185; 0.256; 41.652; 30197.7; 86.628; 2427493.444; 12.038; 43.337; 
  201.90; 1; 725; 4.456; 26.185; 0.256; 41.652; 30197.7; 86.628; 2427580.072; 12.039; 43.34; 
  201.92; 1; 725; 4.456; 26.186; 0.256; 41.652; 30197.7; 86.628; 2427666.7; 12.039; 43.34; 
  201.93; 1; 725; 4.456; 26.186; 0.256; 41.652; 30197.7; 86.628; 2427753.328; 12.039; 43.34; 
  201.95; 1; 725; 4.456; 26.187; 0.256; 41.652; 30197.7; 86.628; 2427839.956; 12.039; 43.34; 
  201.97; 1; 725; 4.456; 26.187; 0.256; 41.652; 30197.7; 86.628; 2427926.584; 12.04; 43.344; 
  201.98; 1; 725; 4.456; 26.187; 0.256; 41.652; 30197.7; 86.628; 2428013.212; 12.04; 43.344; 
  202.00; 1; 725; 4.456; 26.188; 0.256; 41.652; 30197.7; 86.628; 2428099.84; 12.04; 43.344; 
  202.02; 1; 725; 4.456; 26.188; 0.256; 41.652; 30197.7; 86.628; 2428186.468; 12.04; 43.344; 
  202.03; 1; 725; 4.456; 26.189; 0.256; 41.652; 30197.7; 86.628; 2428273.096; 12.04; 43.344; 
  202.05; 1; 725; 4.456; 26.189; 0.256; 41.652; 30197.7; 86.628; 2428359.724; 12.041; 43.348; 
  202.07; 1; 725; 4.456; 26.19; 0.256; 41.652; 30197.7; 86.628; 2428446.352; 12.041; 43.348; 
  202.08; 1; 725; 4.456; 26.19; 0.256; 41.652; 30197.7; 86.628; 2428532.98; 12.041; 43.348; 
  202.10; 1; 725; 4.456; 26.191; 0.256; 41.652; 30197.7; 86.628; 2428619.608; 12.041; 43.348; 
  202.12; 1; 725; 4.456; 26.191; 0.256; 41.652; 30197.7; 86.628; 2428706.236; 12.041; 43.348; 
  202.13; 1; 725; 4.456; 26.192; 0.256; 41.652; 30197.7; 86.628; 2428792.864; 12.042; 43.351; 
  202.15; 1; 725; 4.456; 26.192; 0.256; 41.652; 30197.7; 86.628; 2428879.492; 12.042; 43.351; 
  202.17; 1; 725; 4.456; 26.193; 0.256; 41.652; 30197.7; 86.628; 2428966.12; 12.042; 43.351; 
  202.18; 1; 725; 4.456; 26.193; 0.256; 41.652; 30197.7; 86.628; 2429052.748; 12.042; 43.351; 
  202.20; 1; 725; 4.456; 26.194; 0.256; 41.652; 30197.7; 86.628; 2429139.376; 12.043; 43.355; 
  202.22; 1; 725; 4.456; 26.194; 0.256; 41.652; 30197.7; 86.628; 2429226.004; 12.043; 43.355; 
  202.23; 1; 725; 4.456; 26.194; 0.256; 41.652; 30197.7; 86.628; 2429312.632; 12.043; 43.355; 
  202.25; 1; 725; 4.456; 26.195; 0.256; 41.652; 30197.7; 86.628; 2429399.26; 12.043; 43.355; 
  202.27; 1; 725; 4.456; 26.195; 0.256; 41.652; 30197.7; 86.628; 2429485.888; 12.043; 43.355; 
  202.28; 1; 725; 4.456; 26.196; 0.256; 41.652; 30197.7; 86.628; 2429572.516; 12.044; 43.358; 
  202.30; 1; 725; 4.456; 26.196; 0.256; 41.652; 30197.7; 86.628; 2429659.144; 12.044; 43.358; 
  202.32; 1; 725; 4.456; 26.197; 0.256; 41.652; 30197.7; 86.628; 2429745.772; 12.044; 43.358; 
  202.33; 1; 725; 4.456; 26.197; 0.256; 41.652; 30197.7; 86.628; 2429832.4; 12.044; 43.358; 
  202.35; 1; 725; 4.456; 26.198; 0.256; 41.652; 30197.7; 86.628; 2429919.028; 12.044; 43.358; 
  202.37; 1; 725; 4.456; 26.198; 0.256; 41.652; 30197.7; 86.628; 2430005.656; 12.045; 43.362; 
  202.38; 1; 725; 4.456; 26.199; 0.256; 41.652; 30197.7; 86.628; 2430092.284; 12.045; 43.362; 
  202.40; 1; 725; 4.456; 26.199; 0.256; 41.652; 30197.7; 86.628; 2430178.912; 12.045; 43.362; 
  202.42; 1; 725; 4.456; 26.2; 0.256; 41.652; 30197.7; 86.628; 2430265.54; 12.045; 43.362; 
  202.43; 1; 725; 4.456; 26.2; 0.256; 41.652; 30197.7; 86.628; 2430352.168; 12.046; 43.366; 
  202.45; 1; 725; 4.456; 26.201; 0.256; 41.652; 30197.7; 86.628; 2430438.796; 12.046; 43.366; 
  202.47; 1; 725; 4.456; 26.201; 0.256; 41.652; 30197.7; 86.628; 2430525.424; 12.046; 43.366; 
  202.48; 1; 725; 4.456; 26.201; 0.256; 41.652; 30197.7; 86.628; 2430612.052; 12.046; 43.366; 
  202.50; 1; 725; 4.456; 26.202; 0.256; 41.652; 30197.7; 86.628; 2430698.68; 12.046; 43.366; 
  202.52; 1; 725; 4.456; 26.202; 0.256; 41.652; 30197.7; 86.628; 2430785.308; 12.047; 43.369; 
  202.53; 1; 725; 4.456; 26.203; 0.256; 41.652; 30197.7; 86.628; 2430871.936; 12.047; 43.369; 
  202.55; 1; 725; 4.456; 26.203; 0.256; 41.652; 30197.7; 86.628; 2430958.564; 12.047; 43.369; 
  202.57; 1; 725; 4.456; 26.204; 0.256; 41.652; 30197.7; 86.628; 2431045.192; 12.047; 43.369; 
  202.58; 1; 725; 4.456; 26.204; 0.256; 41.652; 30197.7; 86.628; 2431131.82; 12.047; 43.369; 
  202.60; 1; 725; 4.456; 26.205; 0.256; 41.652; 30197.7; 86.628; 2431218.448; 12.048; 43.373; 
  202.62; 1; 725; 4.456; 26.205; 0.256; 41.652; 30197.7; 86.628; 2431305.076; 12.048; 43.373; 
  202.63; 1; 725; 4.456; 26.206; 0.256; 41.652; 30197.7; 86.628; 2431391.704; 12.048; 43.373; 
  202.65; 1; 725; 4.456; 26.206; 0.256; 41.652; 30197.7; 86.628; 2431478.332; 12.048; 43.373; 
  202.67; 1; 725; 4.456; 26.207; 0.256; 41.652; 30197.7; 86.628; 2431564.96; 12.049; 43.376; 
  202.68; 1; 725; 4.456; 26.207; 0.256; 41.652; 30197.7; 86.628; 2431651.588; 12.049; 43.376; 
  202.70; 1; 725; 4.456; 26.208; 0.256; 41.652; 30197.7; 86.628; 2431738.216; 12.049; 43.376; 
  202.72; 1; 725; 4.456; 26.208; 0.256; 41.652; 30197.7; 86.628; 2431824.844; 12.049; 43.376; 
  202.73; 1; 725; 4.456; 26.208; 0.256; 41.652; 30197.7; 86.628; 2431911.472; 12.049; 43.376; 
  202.75; 1; 725; 4.456; 26.209; 0.256; 41.652; 30197.7; 86.628; 2431998.1; 12.05; 43.38; 
  202.77; 1; 725; 4.456; 26.209; 0.256; 41.652; 30197.7; 86.628; 2432084.728; 12.05; 43.38; 
  202.78; 1; 725; 4.456; 26.21; 0.256; 41.652; 30197.7; 86.628; 2432171.356; 12.05; 43.38; 
  202.80; 1; 725; 4.456; 26.21; 0.256; 41.652; 30197.7; 86.628; 2432257.984; 12.05; 43.38; 
  202.82; 1; 725; 4.456; 26.211; 0.256; 41.652; 30197.7; 86.628; 2432344.612; 12.051; 43.384; 
  202.83; 1; 725; 4.456; 26.211; 0.256; 41.652; 30197.7; 86.628; 2432431.24; 12.051; 43.384; 
  202.85; 1; 725; 4.456; 26.212; 0.256; 41.652; 30197.7; 86.628; 2432517.868; 12.051; 43.384; 
  202.87; 1; 725; 4.456; 26.212; 0.256; 41.652; 30197.7; 86.628; 2432604.496; 12.051; 43.384; 
  202.88; 1; 725; 4.456; 26.213; 0.256; 41.652; 30197.7; 86.628; 2432691.124; 12.051; 43.384; 
  202.90; 1; 725; 4.456; 26.213; 0.256; 41.652; 30197.7; 86.628; 2432777.752; 12.052; 43.387; 
  202.92; 1; 725; 4.456; 26.214; 0.256; 41.652; 30197.7; 86.628; 2432864.38; 12.052; 43.387; 
  202.93; 1; 725; 4.456; 26.214; 0.256; 41.652; 30197.7; 86.628; 2432951.008; 12.052; 43.387; 
  202.95; 1; 725; 4.456; 26.215; 0.256; 41.652; 30197.7; 86.628; 2433037.636; 12.052; 43.387; 
  202.97; 1; 725; 4.456; 26.215; 0.256; 41.652; 30197.7; 86.628; 2433124.264; 12.052; 43.387; 
  202.98; 1; 725; 4.456; 26.215; 0.256; 41.652; 30197.7; 86.628; 2433210.892; 12.053; 43.391; 
  203.00; 1; 725; 4.456; 26.216; 0.256; 41.652; 30197.7; 86.628; 2433297.52; 12.053; 43.391; 
  203.02; 1; 725; 4.456; 26.216; 0.256; 41.652; 30197.7; 86.628; 2433384.148; 12.053; 43.391; 
  203.03; 1; 725; 4.456; 26.217; 0.256; 41.652; 30197.7; 86.628; 2433470.776; 12.053; 43.391; 
  203.05; 1; 725; 4.456; 26.217; 0.256; 41.652; 30197.7; 86.628; 2433557.404; 12.054; 43.394; 
  203.07; 1; 725; 4.456; 26.218; 0.256; 41.652; 30197.7; 86.628; 2433644.032; 12.054; 43.394; 
  203.08; 1; 725; 4.456; 26.218; 0.256; 41.652; 30197.7; 86.628; 2433730.66; 12.054; 43.394; 
  203.10; 1; 725; 4.456; 26.219; 0.256; 41.652; 30197.7; 86.628; 2433817.288; 12.054; 43.394; 
  203.12; 1; 725; 4.456; 26.219; 0.256; 41.652; 30197.7; 86.628; 2433903.916; 12.054; 43.394; 
  203.13; 1; 725; 4.456; 26.22; 0.256; 41.652; 30197.7; 86.628; 2433990.544; 12.055; 43.398; 
  203.15; 1; 725; 4.456; 26.22; 0.256; 41.652; 30197.7; 86.628; 2434077.172; 12.055; 43.398; 
  203.17; 1; 725; 4.456; 26.221; 0.256; 41.652; 30197.7; 86.628; 2434163.8; 12.055; 43.398; 
  203.18; 1; 725; 4.456; 26.221; 0.256; 41.652; 30197.7; 86.628; 2434250.428; 12.055; 43.398; 
  203.20; 1; 725; 4.456; 26.222; 0.256; 41.652; 30197.7; 86.628; 2434337.056; 12.055; 43.398; 
  203.22; 1; 725; 4.456; 26.222; 0.256; 41.652; 30197.7; 86.628; 2434423.684; 12.056; 43.402; 
  203.23; 1; 725; 4.456; 26.222; 0.256; 41.652; 30197.7; 86.628; 2434510.312; 12.056; 43.402; 
  203.25; 1; 725; 4.456; 26.223; 0.256; 41.652; 30197.7; 86.628; 2434596.94; 12.056; 43.402; 
  203.27; 1; 725; 4.456; 26.223; 0.256; 41.652; 30197.7; 86.628; 2434683.568; 12.056; 43.402; 
  203.28; 1; 725; 4.456; 26.224; 0.256; 41.652; 30197.7; 86.628; 2434770.196; 12.057; 43.405; 
  203.30; 1; 725; 4.456; 26.224; 0.256; 41.652; 30197.7; 86.628; 2434856.824; 12.057; 43.405; 
  203.32; 1; 725; 4.456; 26.225; 0.256; 41.652; 30197.7; 86.628; 2434943.452; 12.057; 43.405; 
  203.33; 1; 725; 4.456; 26.225; 0.256; 41.652; 30197.7; 86.628; 2435030.08; 12.057; 43.405; 
  203.35; 1; 725; 4.456; 26.226; 0.255; 41.489; 30079.525; 84.659; 2435114.739; 12.057; 43.405; 
  203.37; 1; 725; 4.456; 26.226; 0.255; 41.489; 30079.525; 84.659; 2435199.398; 12.058; 43.409; 
  203.38; 1; 725; 4.456; 26.227; 0.255; 41.489; 30079.525; 84.659; 2435284.057; 12.058; 43.409; 
  203.40; 1; 725; 4.456; 26.227; 0.255; 41.489; 30079.525; 84.659; 2435368.716; 12.058; 43.409; 
  203.42; 1; 725; 4.456; 26.228; 0.255; 41.489; 30079.525; 84.659; 2435453.375; 12.058; 43.409; 
  203.43; 1; 725; 4.456; 26.228; 0.255; 41.489; 30079.525; 84.659; 2435538.034; 12.058; 43.409; 
  203.45; 1; 725; 4.456; 26.228; 0.255; 41.489; 30079.525; 84.659; 2435622.693; 12.059; 43.412; 
  203.47; 1; 725; 4.456; 26.229; 0.255; 41.489; 30079.525; 84.659; 2435707.352; 12.059; 43.412; 
  203.48; 1; 725; 4.456; 26.229; 0.255; 41.489; 30079.525; 84.659; 2435792.011; 12.059; 43.412; 
  203.50; 1; 725; 4.456; 26.23; 0.255; 41.489; 30079.525; 84.659; 2435876.67; 12.059; 43.412; 
  203.52; 1; 725; 4.456; 26.23; 0.255; 41.489; 30079.525; 84.659; 2435961.329; 12.059; 43.412; 
  203.53; 1; 725; 4.456; 26.231; 0.255; 41.489; 30079.525; 84.659; 2436045.988; 12.06; 43.416; 
  203.55; 1; 725; 4.456; 26.231; 0.255; 41.489; 30079.525; 84.659; 2436130.647; 12.06; 43.416; 
  203.57; 1; 725; 4.456; 26.232; 0.255; 41.489; 30079.525; 84.659; 2436215.306; 12.06; 43.416; 
  203.58; 1; 725; 4.456; 26.232; 0.255; 41.489; 30079.525; 84.659; 2436299.965; 12.06; 43.416; 
  203.60; 1; 725; 4.456; 26.233; 0.255; 41.489; 30079.525; 84.659; 2436384.624; 12.061; 43.42; 
  203.62; 1; 725; 4.456; 26.233; 0.255; 41.489; 30079.525; 84.659; 2436469.283; 12.061; 43.42; 
  203.63; 1; 725; 4.456; 26.233; 0.255; 41.489; 30079.525; 84.659; 2436553.942; 12.061; 43.42; 
  203.65; 1; 725; 4.456; 26.234; 0.255; 41.489; 30079.525; 84.659; 2436638.601; 12.061; 43.42; 
  203.67; 1; 725; 4.456; 26.234; 0.255; 41.489; 30079.525; 84.659; 2436723.26; 12.061; 43.42; 
  203.68; 1; 725; 4.456; 26.235; 0.255; 41.489; 30079.525; 84.659; 2436807.919; 12.062; 43.423; 
  203.70; 1; 725; 4.456; 26.235; 0.255; 41.489; 30079.525; 84.659; 2436892.578; 12.062; 43.423; 
  203.72; 1; 725; 4.456; 26.236; 0.255; 41.489; 30079.525; 84.659; 2436977.237; 12.062; 43.423; 
  203.73; 1; 725; 4.456; 26.236; 0.255; 41.489; 30079.525; 84.659; 2437061.896; 12.062; 43.423; 
  203.75; 1; 725; 4.456; 26.237; 0.255; 41.489; 30079.525; 84.659; 2437146.555; 12.062; 43.423; 
  203.77; 1; 725; 4.456; 26.237; 0.255; 41.489; 30079.525; 84.659; 2437231.214; 12.063; 43.427; 
  203.78; 1; 725; 4.456; 26.238; 0.255; 41.489; 30079.525; 84.659; 2437315.873; 12.063; 43.427; 
  203.80; 1; 725; 4.456; 26.238; 0.255; 41.489; 30079.525; 84.659; 2437400.532; 12.063; 43.427; 
  203.82; 1; 725; 4.456; 26.238; 0.255; 41.489; 30079.525; 84.659; 2437485.191; 12.063; 43.427; 
  203.83; 1; 725; 4.456; 26.239; 0.255; 41.489; 30079.525; 84.659; 2437569.85; 12.063; 43.427; 
  203.85; 1; 725; 4.456; 26.239; 0.255; 41.489; 30079.525; 84.659; 2437654.509; 12.064; 43.43; 
  203.87; 1; 725; 4.456; 26.24; 0.255; 41.489; 30079.525; 84.659; 2437739.168; 12.064; 43.43; 
  203.88; 1; 725; 4.456; 26.24; 0.255; 41.489; 30079.525; 84.659; 2437823.827; 12.064; 43.43; 
  203.90; 1; 725; 4.456; 26.241; 0.255; 41.489; 30079.525; 84.659; 2437908.486; 12.064; 43.43; 
  203.92; 1; 725; 4.456; 26.241; 0.255; 41.489; 30079.525; 84.659; 2437993.145; 12.064; 43.43; 
  203.93; 1; 725; 4.456; 26.242; 0.255; 41.489; 30079.525; 84.659; 2438077.804; 12.065; 43.434; 
  203.95; 1; 725; 4.456; 26.242; 0.255; 41.489; 30079.525; 84.659; 2438162.463; 12.065; 43.434; 
  203.97; 1; 725; 4.456; 26.243; 0.255; 41.489; 30079.525; 84.659; 2438247.122; 12.065; 43.434; 
  203.98; 1; 725; 4.456; 26.243; 0.255; 41.489; 30079.525; 84.659; 2438331.781; 12.065; 43.434; 
  204.00; 1; 725; 4.456; 26.243; 0.255; 41.489; 30079.525; 84.659; 2438416.44; 12.066; 43.438; 
  204.02; 1; 725; 4.456; 26.244; 0.255; 41.489; 30079.525; 84.659; 2438501.099; 12.066; 43.438; 
  204.03; 1; 725; 4.456; 26.244; 0.255; 41.489; 30079.525; 84.659; 2438585.758; 12.066; 43.438; 
  204.05; 1; 725; 4.456; 26.245; 0.255; 41.489; 30079.525; 84.659; 2438670.417; 12.066; 43.438; 
  204.07; 1; 725; 4.456; 26.245; 0.255; 41.489; 30079.525; 84.659; 2438755.076; 12.066; 43.438; 
  204.08; 1; 725; 4.456; 26.246; 0.255; 41.489; 30079.525; 84.659; 2438839.735; 12.067; 43.441; 
  204.10; 1; 725; 4.456; 26.246; 0.255; 41.489; 30079.525; 84.659; 2438924.394; 12.067; 43.441; 
  204.12; 1; 725; 4.456; 26.247; 0.255; 41.489; 30079.525; 84.659; 2439009.053; 12.067; 43.441; 
  204.13; 1; 725; 4.456; 26.247; 0.255; 41.489; 30079.525; 84.659; 2439093.712; 12.067; 43.441; 
  204.15; 1; 725; 4.456; 26.248; 0.255; 41.489; 30079.525; 84.659; 2439178.371; 12.067; 43.441; 
  204.17; 1; 725; 4.456; 26.248; 0.255; 41.489; 30079.525; 84.659; 2439263.03; 12.068; 43.445; 
  204.18; 1; 725; 4.456; 26.249; 0.255; 41.489; 30079.525; 84.659; 2439347.689; 12.068; 43.445; 
  204.20; 1; 725; 4.456; 26.249; 0.255; 41.489; 30079.525; 84.659; 2439432.348; 12.068; 43.445; 
  204.22; 1; 725; 4.456; 26.249; 0.255; 41.489; 30079.525; 84.659; 2439517.007; 12.068; 43.445; 
  204.23; 1; 725; 4.456; 26.25; 0.255; 41.489; 30079.525; 84.659; 2439601.666; 12.068; 43.445; 
  204.25; 1; 725; 4.456; 26.25; 0.255; 41.489; 30079.525; 84.659; 2439686.325; 12.069; 43.448; 
  204.27; 1; 725; 4.456; 26.251; 0.255; 41.489; 30079.525; 84.659; 2439770.984; 12.069; 43.448; 
  204.28; 1; 725; 4.456; 26.251; 0.255; 41.489; 30079.525; 84.659; 2439855.643; 12.069; 43.448; 
  204.30; 1; 725; 4.456; 26.252; 0.255; 41.489; 30079.525; 84.659; 2439940.302; 12.069; 43.448; 
  204.32; 1; 725; 4.456; 26.252; 0.255; 41.489; 30079.525; 84.659; 2440024.961; 12.07; 43.452; 
  204.33; 1; 725; 4.456; 26.253; 0.255; 41.489; 30079.525; 84.659; 2440109.62; 12.07; 43.452; 
  204.35; 1; 725; 4.456; 26.253; 0.255; 41.489; 30079.525; 84.659; 2440194.279; 12.07; 43.452; 
  204.37; 1; 725; 4.456; 26.254; 0.255; 41.489; 30079.525; 84.659; 2440278.938; 12.07; 43.452; 
  204.38; 1; 725; 4.456; 26.254; 0.255; 41.489; 30079.525; 84.659; 2440363.597; 12.07; 43.452; 
  204.40; 1; 725; 4.456; 26.254; 0.255; 41.489; 30079.525; 84.659; 2440448.256; 12.071; 43.456; 
  204.42; 1; 725; 4.456; 26.255; 0.255; 41.489; 30079.525; 84.659; 2440532.915; 12.071; 43.456; 
  204.43; 1; 725; 4.456; 26.255; 0.255; 41.489; 30079.525; 84.659; 2440617.574; 12.071; 43.456; 
  204.45; 1; 725; 4.456; 26.256; 0.255; 41.489; 30079.525; 84.659; 2440702.233; 12.071; 43.456; 
  204.47; 1; 725; 4.456; 26.256; 0.255; 41.489; 30079.525; 84.659; 2440786.892; 12.071; 43.456; 
  204.48; 1; 725; 4.456; 26.257; 0.255; 41.489; 30079.525; 84.659; 2440871.551; 12.072; 43.459; 
  204.50; 1; 725; 4.456; 26.257; 0.255; 41.489; 30079.525; 84.659; 2440956.21; 12.072; 43.459; 
  204.52; 1; 725; 4.456; 26.258; 0.255; 41.489; 30079.525; 84.659; 2441040.869; 12.072; 43.459; 
  204.53; 1; 725; 4.456; 26.258; 0.255; 41.489; 30079.525; 84.659; 2441125.528; 12.072; 43.459; 
  204.55; 1; 725; 4.456; 26.259; 0.255; 41.489; 30079.525; 84.659; 2441210.187; 12.072; 43.459; 
  204.57; 1; 725; 4.456; 26.259; 0.255; 41.489; 30079.525; 84.659; 2441294.846; 12.073; 43.463; 
  204.58; 1; 725; 4.456; 26.259; 0.255; 41.489; 30079.525; 84.659; 2441379.505; 12.073; 43.463; 
  204.60; 1; 725; 4.456; 26.26; 0.255; 41.489; 30079.525; 84.659; 2441464.164; 12.073; 43.463; 
  204.62; 1; 725; 4.456; 26.26; 0.255; 41.489; 30079.525; 84.659; 2441548.823; 12.073; 43.463; 
